expansion,expansion_id,cardno,name,ruby,card_url,image_url,type,nation,race,grade,power,critical,shield,skill,gift,regulation,rarity,illustrator,effect,flavor
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/010,小さな賢者 マロン,（チイサナケンジャ マロン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/010&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_019.png,ノーマルユニット,ケテルサンクチュアリ,ジャイアント,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,TD,イラスト／山﨑奈苗　icon:MAMEX,【自】：このユニットが手札からライドしたなら、このコストで払う【ソウルブラスト】は(1)減る。このユニットが(V)に登場した時、【コスト】[【ソウルブラスト】(1)，ライドデッキからアイチアイコンを持つグレード３を１枚公開する]ことで、次のあなたのターンのライドフェイズ中、あなたがライドデッキからライドする際、手札から１枚捨てずにライドできる。【自】：このユニットが(R)に登場した時、あなたのヴァンガードがアイチアイコンを持つなら、【コスト】[ドロップから《ロイヤルパラディン》のみに属する守護者を持たないノーマルユニットを１枚山札の下に置く]ことで、そのターン中、このユニットのパワー＋5000。【アイチアイコン】,そう！この作戦には、君の力が必要なんだ！
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/010R,小さな賢者 マロン,（チイサナケンジャ マロン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/010R&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_020.png,ノーマルユニット,ケテルサンクチュアリ,ジャイアント,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,TDR,イラスト／山﨑奈苗　icon:MAMEX,【自】：このユニットが手札からライドしたなら、このコストで払う【ソウルブラスト】は(1)減る。このユニットが(V)に登場した時、【コスト】[【ソウルブラスト】(1)，ライドデッキからアイチアイコンを持つグレード３を１枚公開する]ことで、次のあなたのターンのライドフェイズ中、あなたがライドデッキからライドする際、手札から１枚捨てずにライドできる。【自】：このユニットが(R)に登場した時、あなたのヴァンガードがアイチアイコンを持つなら、【コスト】[ドロップから《ロイヤルパラディン》のみに属する守護者を持たないノーマルユニットを１枚山札の下に置く]ことで、そのターン中、このユニットのパワー＋5000。【アイチアイコン】,そう！この作戦には、君の力が必要なんだ！
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/011,湖の巫女 リアン,（ミズウミノミコ リアン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/011&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_021.png,ノーマルユニット,ケテルサンクチュアリ,エルフ,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,TD,イラスト／三好載克　icon:MAMEX,【自】：あなたのライドフェイズにこのカードが手札から捨てられた時、以下を１つ行う。・このカードを(R)に【レスト】でコールする。・【コスト】[【ソウルブラスト】(1)]することで、このカードを(R)にコールする。【自】：このユニットが(R)に登場した時、１枚引いてよい。引いたなら、あなたの手札から１枚選び、捨てる。【アイチアイコン】,正直なあなたにこそ、この剣は相応しいのです。
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/011R,湖の巫女 リアン,（ミズウミノミコ リアン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/011R&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_022.png,ノーマルユニット,ケテルサンクチュアリ,エルフ,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,TDR,イラスト／三好載克　icon:MAMEX,【自】：あなたのライドフェイズにこのカードが手札から捨てられた時、以下を１つ行う。・このカードを(R)に【レスト】でコールする。・【コスト】[【ソウルブラスト】(1)]することで、このカードを(R)にコールする。【自】：このユニットが(R)に登場した時、１枚引いてよい。引いたなら、あなたの手札から１枚選び、捨てる。【アイチアイコン】,正直なあなたにこそ、この剣は相応しいのです。
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/012,閃光の盾 イゾルデ,（センコウノタテ イゾルデ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/012&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_023.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 1,パワー 6000,クリティカル 1,シールド 0,ブースト,-,スタンダード,TD,デザイン／タイキ　イラスト／ひと和　icon:MAMEX,【永】：守護者（守護者を持つカードはデッキに合計４枚まで入れられる）【自】：このユニットが(G)に置かれた時、あなたのユニットを１枚選び、そのバトル中、ヒットされない。あなたの手札が２枚以上なら、手札から１枚選び、捨てる。【アイチアイコン】,閃光の盾は闇を照らし、人々の希望を守る。
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/012R,閃光の盾 イゾルデ,（センコウノタテ イゾルデ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/012R&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_024.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 1,パワー 6000,クリティカル 1,シールド 0,ブースト,-,スタンダード,TDR,デザイン／タイキ　イラスト／ひと和　icon:MAMEX,【永】：守護者【自】：このユニットが(G)に置かれた時、あなたのユニットを１枚選び、そのバトル中、ヒットされない。あなたの手札が２枚以上なら、手札から１枚選び、捨てる。【アイチアイコン】,閃光の盾は闇を照らし、人々の希望を守る。
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/013,栄典の光竜神 アマルティノア,（エイテンノコウリュウシン アマルティノア）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/013&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_025.png,トリガーユニット,ケテルサンクチュアリ,コスモドラゴン,グレード 0,パワー 5000,クリティカル 1,シールド 50000,ブースト,オーバートリガー＋100000000,スタンダード,TD,HMK84,（【超】はデッキに１枚だけ入れられる。トリガーで出たら、そのカードを除外し、１枚引き、あなたのユニットを１枚選び、そのターン中、パワー＋１億 ！ドライブチェックで出たら、追加効果も発動！）追加効果－そのターン中、あなたはリアガードがアタックしたバトルでもドライブチェックを行う！,新たな英雄の到来を、世界は待ち望んでいる。
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/013R,栄典の光竜神 アマルティノア,（エイテンノコウリュウシン アマルティノア）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/013R&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_026.png,トリガーユニット,ケテルサンクチュアリ,コスモドラゴン,グレード 0,パワー 5000,クリティカル 1,シールド 50000,ブースト,オーバートリガー＋100000000,スタンダード,TDR,イラスト／HMK84,追加効果－そのターン中、あなたはリアガードがアタックしたバトルでもドライブチェックを行う！,新たな英雄の到来を、世界は待ち望んでいる。
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/014,幸運の運び手 エポナ,（コウウンノハコビテ エポナ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/014&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_027.png,トリガーユニット,ケテルサンクチュアリ,シルフ,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,TD,イラスト／安達洋介　icon:MAMEX,（トリガーで出たら、あなたのユニットを１枚選び、そのターン中、クリティカル＋１！さらにあなたのユニットを１枚選び、そのターン中、パワー＋10000！）【アイチアイコン】,いいね！大当たりだ！
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/014R,幸運の運び手 エポナ,（コウウンノハコビテ エポナ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/014R&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_028.png,トリガーユニット,ケテルサンクチュアリ,シルフ,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,TDR,イラスト／安達洋介　icon:MAMEX,【アイチアイコン】,いいね！大当たりだ！
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/015,ふろうがる,（フロウガル）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/015&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_029.png,トリガーユニット,ケテルサンクチュアリ,ハイビースト,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,TD,デザイン／松島一夫　イラスト／獣道　icon:MAMEX,（トリガーで出たら、あなたのユニットを１枚選び、そのターン中、クリティカル＋１！さらにあなたのユニットを１枚選び、そのターン中、パワー＋10000！）【アイチアイコン】,いつも助けてあげられる訳じゃないのよ！しゃんとなさい！
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/015R,ふろうがる,（フロウガル）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/015R&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_030.png,トリガーユニット,ケテルサンクチュアリ,ハイビースト,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,TDR,デザイン／松島一夫　イラスト／獣道　icon:MAMEX,【アイチアイコン】,いつも助けてあげられる訳じゃないのよ！しゃんとなさい！
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/016,まぁるがる,（マァルガル）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/016&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_031.png,トリガーユニット,ケテルサンクチュアリ,ハイビースト,グレード 0,パワー 5000,クリティカル 1,シールド 5000,ブースト,ドロートリガー＋10000,スタンダード,TD,イラスト／田所哲平　icon:MAMEX,（トリガーで出たら、１枚引く！さらにあなたのユニットを１枚選び、そのターン中、パワー＋10000！）【アイチアイコン】,ハイドッグは一手先を見据えている。
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/016R,まぁるがる,（マァルガル）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/016R&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_032.png,トリガーユニット,ケテルサンクチュアリ,ハイビースト,グレード 0,パワー 5000,クリティカル 1,シールド 5000,ブースト,ドロートリガー＋10000,スタンダード,TDR,イラスト／田所哲平　icon:MAMEX,【アイチアイコン】,ハイドッグは一手先を見据えている。
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/017,世界樹の巫女 エレイン,（セカイジュノミコ エレイン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/017&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_033.png,トリガーユニット,ケテルサンクチュアリ,エルフ,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,ヒールトリガー＋10000,スタンダード,TD,イラスト／白井秀実　icon:MAMEX,（【治】はデッキに合計４枚まで入れられる。トリガーで出たら、あなたのユニットを１枚選び、そのターン中、パワー＋10000！さらにあなたのダメージゾーンの枚数が相手のダメージゾーンの枚数以上なら、あなたのダメージゾーンから１枚選び、回復する！）【アイチアイコン】,大丈夫、あなたの傷は私が治すから。
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/017R,世界樹の巫女 エレイン,（セカイジュノミコ エレイン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/017R&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_034.png,トリガーユニット,ケテルサンクチュアリ,エルフ,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,ヒールトリガー＋10000,スタンダード,TDR,イラスト／白井秀実　icon:MAMEX,【アイチアイコン】,大丈夫、あなたの傷は私が治すから。
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/018,双つに連なる守護の法陣,（プロテクション：ツインキャスト）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/018&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_035.png,ブリッツオーダー,-,-,グレード 2,パワー -,クリティカル -,シールド -,-,-,スタンダード,TD,匈歌ハトリ,【レガリスピース】（レガリスピースはデッキに合計１枚だけ入れられ、ファイト中に合計１回だけ使える）アタックされているあなたのユニットを１枚選び、そのバトル中、パワー＋10000。【永】：このカードの【自】能力は、このファイト中にあなたが【レガリスピース】能力を解決していても解決できる。【自】【ドロップ】：あなたのユニットがアタックされた時、【コスト】[ドロップからこのカードを除外する]ことで、アタックされているあなたのユニットを１枚選び、そのユニットのグレード１につき、そのバトル中、パワー＋5000。,みんなを護るよ！二段構えでっ！
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/018R,双つに連なる守護の法陣,（プロテクション：ツインキャスト）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/018R&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_036.png,ブリッツオーダー,-,-,グレード 2,パワー -,クリティカル -,シールド -,-,-,スタンダード,TDR,匈歌ハトリ,【レガリスピース】アタックされているあなたのユニットを１枚選び、そのバトル中、パワー＋10000。【永】：このカードの【自】能力は、このファイト中にあなたが【レガリスピース】能力を解決していても解決できる。【自】【ドロップ】：あなたのユニットがアタックされた時、【コスト】[ドロップからこのカードを除外する]ことで、アタックされているあなたのユニットを１枚選び、そのユニットのグレード１につき、そのバトル中、パワー＋5000。,みんなを護るよ！二段構えでっ！
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/15thSP01,騎士王 アルフレッド,（キシオウ アルフレッド）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/15thSP01&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_037.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,15thSP,©VG15th　デザイン／伊藤彰　イラスト／田島幸枝　icon:MAMEX,【永】：このカードはアイチアイコンを持つ別名のグレード３からノーマルライドしてもペルソナライドになる。【永】【(V)】：あなたのターン中、このユニットはブーストされず、あなたのリアガード１枚につき、このユニットのパワー＋2000。あなたのリアガードが３枚以上なら、このユニットのドライブ＋１し、４枚以上で、このターンにあなたがペルソナライドしているなら、このユニットのクリティカル＋１。【自】【(V)】【ターン1回】：このユニットがアタックした時、【コスト】[【カウンターブラスト】(1)]することで、あなたの山札からアイチアイコンを持つカードを２枚まで探し、それぞれ同じ縦列の(R)にコールし、山札をシャッフルする。相手のヴァンガードがグレード３以上なら、そのターン中、そのコールされたユニットすべてのパワー＋5000。【アイチアイコン】,-
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/15thSP02,ブラスター・ブレード,（ブラスター・ブレード）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/15thSP02&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_038.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,15thSP,©VG15th　イラスト／伊藤彰　icon:MAMEX,【自】：このユニットが(V)か(R)に登場した時、あなたのライドデッキからアイチアイコンを持つグレード３を１枚選び、公開してよい。公開したか、あなたのヴァンガードがアイチアイコンを持つグレード３以上なら、【コスト】[【カウンターブラスト】(1)か【エネルギーブラスト】(3)]することで、相手のリアガードを１枚選び、退却させ、(V)に登場したなら、１枚引く。【自】【(R)】【ターン1回】：このユニットがグレード３以上にアタックした時、あなたのヴァンガードがアイチアイコンを持つなら、そのターン中、このユニットのパワー＋10000。【アイチアイコン】,-
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/15thSP03,ういんがる,（ウインガル）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/15thSP03&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_039.png,ノーマルユニット,ケテルサンクチュアリ,ハイビースト,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,15thSP,©VG15th　イラスト／佐久間さのすけ　icon:MAMEX,【自】：このユニットが(V)に登場した時、【コスト】[ライドデッキからアイチアイコンを持つグレード３を１枚公開する]ことで、あなたのソウルからアイチアイコンを持つ「ばーくがる」を１枚選び、(R)にコールし、このファイト中、『【起】【(R)】：【コスト】[このユニットを【レスト】させる]ことで、あなたの山札から「ふろうがる」を１枚まで探し、(R)にコールし、山札をシャッフルする。』を与える。【自】【(R)】：このユニットが「ブラスター・ブレード」をブーストした時、そのバトル中、このユニットのパワー＋5000。【アイチアイコン】,-
構築済みデッキ 【DZ-SS14】「ぶっちぎりスタートデッキ　聖域の光剣士」 2026/02/26(木) 発売 収録国家：ケテルサンクチュアリ,291,DZ-SS14/15thSP04,ばーくがる,（バークガル）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS14/15thSP04&expansion=291&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS14/dzss14_040.png,ノーマルユニット,ケテルサンクチュアリ,ハイビースト,グレード 0,パワー 6000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,15thSP,©VG15th　イラスト／石田バル　icon:MAMEX,【自】：このユニットがライドされた時、あなたが後攻なら、１枚引く。【アイチアイコン】,-
ブースターパック 【DZ-BT01】「運命大戦」 2024/02/09(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,260,DZ-BT01/001,無双の運命者 ヴァルガ・ドラグレス,（ムソウノウンメイシャ ヴァルガ・ドラグレス）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT01/001&expansion=260&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT01/dzbt01_001.png,ノーマルユニット,ドラゴンエンパイア,ウインドドラゴン,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,RRR,萩谷薫,【自】【(V)】【ターン1回】：このユニットがヴァンガードにアタックした時、【コスト】[【カウンターブラスト】(1)]することで、あなたと相手の、前列のリアガードすべてを退却させ、そのターン中、このユニットのパワー＋10000。そのバトル終了時、このユニットを【スタンド】させ、そのターン中、ドライブ－２。【ディヴァインスキル】－【自】【(V)】：このユニットがグレード３以上にアタックしたバトル終了時、相手のダメージゾーンが４枚以上で、このターンにこのユニットが２回以上アタックしているなら、【コスト】[【カウンターブラスト】(1)]することで、このユニットを【スタンド】させ、そのターン中、ドライブ＋２。（ディヴァインスキルはあなたの他のカードも含めてファイト中合計１回だけ使える）,無双の頂に至るまで。我が求道に果ては無し。
ブースターパック 【DZ-BT01】「運命大戦」 2024/02/09(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,260,DZ-BT01/002,ドラグリッター シュウラ,（ドラグリッター シュウラ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT01/002&expansion=260&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT01/dzbt01_002.png,ノーマルユニット,ドラゴンエンパイア,ヒューマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,RRR,萩谷薫,【自】【(R)】：このユニットがアタックした時、【コスト】[【エネルギーブラスト】(2)]することで、そのバトル中、このユニットのパワー＋5000。このユニットと別名のあなたのリアガードを１枚まで選び、そのターン中、『【自】：このユニットが(R)から退却した時、このカードを手札に加える。』を与える。【自】：このユニットが「ヴァルガ」を含むグレード３以上のあなたのヴァンガードの能力で(R)から退却した時、相手のヴァンガードがグレード３以上なら、【コスト】[【カウンターブラスト】(1)]することで、このカードを(R)にコールし、そのターン中、パワー＋10000。,悪いけど、強いひとにしか興味ないの。
ブースターパック 【DZ-BT01】「運命大戦」 2024/02/09(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,260,DZ-BT01/003,ドラグリッター ファルハート,（ドラグリッター ファルハート）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT01/003&expansion=260&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT01/dzbt01_003.png,ノーマルユニット,ドラゴンエンパイア,ヒューマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,RRR,桂福蔵,【自】：このカードが手札から、(G)に置かれた時かライドデッキからライドする際に捨てられた時、【コスト】[【カウンターブラスト】(1)か【エネルギーブラスト】(3)]することで、１枚引く。【自】：このユニットが(R)に登場した時、このターンにあなたがペルソナライドしているなら、【コスト】[【カウンターブラスト】(1)か【エネルギーブラスト】(3)]することで、あなたのドロップから守護者を持たないグレード１を１枚選び、後列の(R)にコールする。,撃ち放つは竜の牙。標的を朱に染める魔弾である。
ブースターパック 【DZ-BT01】「運命大戦」 2024/02/09(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,260,DZ-BT01/004,ダイアフルドール・マスター アンドロルド,（ダイアフルドール・マスター アンドロルド）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT01/004&expansion=260&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT01/dzbt01_004.png,ノーマルユニット,ダークステイツ,ヒューマン,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,RRR,麻谷知世,【起】【(V)】【ターン1回】：【コスト】[【カウンターブラスト】(1)]することで、あなたのソウルから「ダイアフルドール」を含む〈ワーカロイド〉を、相手のヴァンガードのグレードと同じ枚数まで選び、(R)にコールする。３枚以上コールしたなら、そのターン中、このユニットのドライブ＋１。【自】【(V)】：このユニットがアタックされた時、あなたのバインドゾーンから「ダイアフルドール」を含む〈ワーカロイド〉を１枚まで選び、(G)にコールし、そのバトル中、シールド＋5000。,物語の終幕を、華やかな悲鳴で飾ろう。
ブースターパック 【DZ-BT01】「運命大戦」 2024/02/09(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,260,DZ-BT01/005,スチームガンナー ティズカール,（スチームガンナー ティズカール）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT01/005&expansion=260&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT01/dzbt01_005.png,ノーマルユニット,ダークステイツ,ギアロイド,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,RRR,出利,【自】：このカードが手札から、(G)に置かれた時かライドデッキからライドする際に捨てられた時、【コスト】[【カウンターブラスト】(1)か【エネルギーブラスト】(3)]することで、１枚引く。【自】：このユニットが(R)に登場した時、このターンにあなたがペルソナライドしているなら、【コスト】[【カウンターブラスト】(1)か【エネルギーブラスト】(3)]することで、【ソウルチャージ】(1)してよい。そのターン中、このユニットは『ブースト』を得て、パワー＋5000。,選べる未来は、多ければ多いほど良いんですのよ！
ブースターパック 【DZ-BT01】「運命大戦」 2024/02/09(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,260,DZ-BT01/006,デザイアデビル アラークレイ,（デザイアデビル アラークレイ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT01/006&expansion=260&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT01/dzbt01_006.png,ノーマルユニット,ダークステイツ,デーモン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,RRR,テッシー,【自】：あなたのメインフェイズにこのユニットが(R)に登場した時、【コスト】[【エネルギーブラスト】(3)]することで、あなたのソウルから、このユニットと別名の「デザイアデビル」を含むユニットカードを１枚選び、(R)にコールする。【自】【前列の(R)】【ターン1回】：「グリードン」を含むグレード３以上のあなたのヴァンガードがアタックした時、そのターン中、そのユニットのパワー＋5000し、あなたのダメージゾーンが４枚以上なら、さらにこのユニットのパワー＋5000。,引っ込んでんじゃねぇ！ぶん殴るぞ！
