expansion,expansion_id,cardno,name,ruby,card_url,image_url,type,nation,race,grade,power,critical,shield,skill,gift,regulation,rarity,illustrator,effect,flavor,name_en,card_url_wiki,set_code_wiki,card_no_wiki,price_yen,original_price_yen,in_stock
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re37,SecretGarden オノスケリス,（シークレット・ガーデン オノスケリス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re37&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_190.png,ノーマルユニット,リリカルモナステリオ,デーモン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,Re,りんこ。,【自】【ドロップ】：あなたが手札からノーマルオーダーをプレイした時、あなたのヴァンガードが「紫宮るな」を含むグレード３以上なら、【コスト】[【ソウルブラスト】(1)]することで、このカードを(R)にコールする。【起】【(R)】：【コスト】[このユニットを【レスト】させる]ことで、あなたのヴァンガードを１枚選び、そのターン中、パワー＋5000。【永】【(R)】：あなたのターン中、あなたのヴァンガードが「紫宮るな」を含むグレード３以上なら、このユニットのパワー＋5000。このターンにあなたがオーダーを２回以上プレイしているなら、＋5000ではなく＋10000。,教えて欲しい。みんなの心を撃ち抜くコツ。,"SecretGarden, Onoskelis","https://cardfight.fandom.com/wiki/SecretGarden,_Onoskelis",VGE-DZ-SS16,DZ-SS16/Re37,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re38,寄せ合う肩 シェアラ,（レイニー・デイ シェアラ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re38&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_191.png,ノーマルユニット,リリカルモナステリオ,ヒューマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,Re,サクミチ,【永】【(R)/手札】：あなたのターン中、あなたのヴァンガードが「リルファ」を含むグレード３以上なら、このカードのグレード＋１/パワー＋5000。【自】：このユニットが(R)に登場した時、あなたのヴァンガードが「リルファ」を含むなら、【コスト】[【カウンターブラスト】(1)]することで、あなたの山札を上から７枚見て、このユニットと別名のグレード２以上のユニットカードを１枚まで選び、(R)にコールし、山札をシャッフルする。【自】【(R)】：このユニットがアタックしたバトル終了時、あなたのヴァンガードが「リルファ」を含むグレード３以上なら、【コスト】[２枚まで【ソウルブラスト】する]ことで、あなたのリアガードを、このコストで【ソウルブラスト】されたカードと同じ枚数まで選び、手札に戻す。,傘、忘れちゃったんでしょ。ほら、一緒に帰ろ？,"Rainy Day, Sierra","https://cardfight.fandom.com/wiki/Rainy_Day,_Sierra",VGE-DZ-SS16,DZ-SS16/Re38,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re39,幸運の咲くところ フィーユ,（フォーチュン・ガーデン フィーユ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re39&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_192.png,ノーマルユニット,リリカルモナステリオ,エルフ,グレード 2,パワー 8000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,Re,りんこ。,【自】：あなたのターンにこのカードが、アタックしたバトル終了時か手札から捨てられた時、あなたのヴァンガードが「ハーゼリット」を含むなら、このカードをソウルに置いてよい。【起】【ドロップ】：あなたのヴァンガードが「ハーゼリット」を含むグレード３以上で、このカードと同名のあなたのリアガードがいないなら、【コスト】[【カウンターブラスト】(1)]することで、このカードを(R)にコールし、そのターン中、パワー＋5000し、相手のヴァンガードがグレード３以上なら、このユニットは後列からでもアタックできる。,ちょーっと待ってて！あと少しで出来るからさ♪,"Fortune Garden, Feuille","https://cardfight.fandom.com/wiki/Fortune_Garden,_Feuille",VGE-DZ-SS16,DZ-SS16/Re39,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re40,一度きりのこの夏を リンナ,（ネヴァーモア リンナ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re40&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_193.png,ノーマルユニット,リリカルモナステリオ,エルフ,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,Re,海原カイロ,【自】：このユニットが(R)に登場した時、あなたのヴァンガードが全力能力を持つなら、【コスト】[【カウンターブラスト】(1)か他のリアガードを１枚退却させる]ことで、以下を１つ行う。・あなたの山札を上から５枚見て、全力能力を持つカードを１枚まで選び、公開して手札に加え、山札をシャッフルする。・あなたの、山札かドロップから元々のカード名が「新世代の美 エルミニア」のカードを１枚まで探し、公開して手札に加え、山札から探したなら、山札をシャッフルする。全力－【自】【(R)】【ターン1回】：このユニットがブーストしたバトル終了時、あなたのヴァンガードが「エルミニア」を含むグレード３以上で、あなたのソウルが０枚なら、このユニットを【スタンド】させる。,夏は沢山遊ぶんだ！プランをしっかり練らなくちゃ！,,,,,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re41,High Five!,（ハイファイブ!）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re41&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_194.png,ノーマルオーダー,リリカルモナステリオ,-,グレード 2,パワー -,クリティカル -,シールド -,-,-,スタンダード,Re,村上ゆいち,このカードはドロップからでもプレイでき、【コスト】[【カウンターブラスト】(1)]することでプレイできる！あなたのヴァンガードが【ディヴァインスキル】を持つなら、この能力はコストを払わずにプレイできる。このカードをバインドし、１枚引き、あなたの手札から１枚選んで公開する。公開したカードがあなたのヴァンガードのグレード以下のユニットカードなら、(R)にコールし、違うなら、捨てる。(R)にコールし、あなたのヴァンガードがグレード３以上なら、そのターン中、そのコールされたユニットに『【自】：このユニットが(R)から離れた時、あなたのユニットを１枚選び、そのターン中、パワー＋5000。』を与え、パワー＋5000。,やったね！私たち、本当にここまで来れたんだ……！,High Five!,https://cardfight.fandom.com/wiki/High_Five!,VGE-DZ-SS16,DZ-SS16/Re41,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re42,笑撃の二段構え じーさん,（ダブル・インパクト ジーサン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re42&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_195.png,ノーマルユニット,コロコロ,でんぢゃらすじーさん,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,Re,Ⓒ曽山一寿／小学館,【でんぢゃらすスキル】－【自】：このカードが「じーさん」を含むあなたのヴァンガードの能力で山札からバインドされた時、あなたのヴァンガードを１枚選び、そのターン中、『【自】【(V)】【ターン1回】：このユニットがアタックしたバトル終了時、【コスト】[スタンドアップ！ヴァンガードと言う]ことで、このユニットを【スタンド】させ、そのターン中、ドライブ－１。』を与える。【でんぢゃらすスキル】－【自】：このカードが「じーさん」を含むあなたのヴァンガードの能力で山札からバインドされた時、【コスト】[どうしても勝ちたいんじゃ！と言う]ことで、あなたのヴァンガードを１枚選び、そのターン中、『【起】【(V)】【ターン1回】：【コスト】[手札から１枚以上、すべて捨てる]ことで、あなたの山札を上から、あなたのバインドゾーンに同名がない、【でんぢゃらすスキル】能力を持つカードが出るまで公開し、その【でんぢゃらすスキル】能力を持つカードをバインドし、山札をシャッフルする。』を与え、そのターン終了時、あなたはこのファイトに敗北する。,どうしても勝ちたいんじゃ,"Double Impact, Grandpa","https://cardfight.fandom.com/wiki/Double_Impact,_Grandpa",VGE-DZ-SS16,DZ-SS16/Re42,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re43,“真夜中の時間跳躍者”巻戻士 クロノ,（“ミッドナイト・タイムリーパー”マキモドシ クロノ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re43&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_196.png,ノーマルユニット,コロコロ,運命の巻戻士,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,Re,Ⓒ木村風太／小学館,【永】【(V)/(R)】：【リトライ】【永】【(V)】：このユニットは「“運命に逆らう”巻戻士 クロノ」としても扱い、このターンにこのユニットが登場しているなら、あなたのドロップの「リトライアイ」すべては『【永】：このカードはドロップからでもプレイできる。』を得る。【自】：このユニットが(V)に登場した時、あなたの山札を上から７枚見て、〈運命の巻戻士〉を１枚まで選び、(R)にコールし、山札をシャッフルする。【起】【(V)】【ターン1回】：【コスト】[【ソウルブラスト】(1)]することで、あなたの、山札か手札から「“運命に逆らう”巻戻士 クロノ」を１枚まで探し、【スタンド】でライドし、そのターン中、パワー＋5000。山札から探したなら、山札をシャッフルする。,当然だ。おれはだれ一人見捨てたりしない。,"""Midnight Time Leaper"" Rewinder, Chrono","https://cardfight.fandom.com/wiki/%22Midnight_Time_Leaper%22_Rewinder,_Chrono",VGE-DZ-SS16,DZ-SS16/Re43,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re44,終焉世界の反逆者 ブラック,（アポカリプス・リヴァイバー ブラック）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re44&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_197.png,ノーマルユニット,コロコロ,ブラックチャンネル,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,Re,Ⓒきさいちさとし／小学館,【起】【(V)/(R)】【ターン1回】：あなたのヴァンガードが「ブラック」を含むグレード３以上の《コロコロ》で、ゾンビ状態のあなたのユニットがいないなら、【コスト】[手札から１枚捨てる]ことで、あなたのドロップから、それぞれ別名のグレード３以下のユニットカードを２枚まで選び、(R)にコールし、そのターン中、ゾンビ状態にし、そのターン終了時、それらを退却させる。このコールではあなたのカードの【自】能力は発動しない。【自】【(V)】：このユニットがアタックしたバトル終了時、【コスト】[【カウンターブラスト】(1)]することで、ゾンビ状態のあなたのリアガードを１枚選び、【スタンド】させる。,世界がにぎやかになりましたね〜(笑),"Apocalypse Reviver, Black","https://cardfight.fandom.com/wiki/Apocalypse_Reviver,_Black",VGE-DZ-SS16,DZ-SS16/Re44,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re45,宇宙「大」の主人公 デッカくん(上半身),（ギャラクシー・ウォーカー デッカクン(ジョウハンシン)）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re45&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_198.png,ノーマルユニット,コロコロ,デカ杉デッカくん,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,Re,Ⓒあずまかなき／小学館,【永】【(V)/山札/ドロップ】：このカードは「史上最「大」の主人公 デッカくん(上半身)」としても扱う。【永】【(V)】：このユニットが【デカ杉っ！】状態なら、このユニットは以下すべてを得て、パワー＋5000/ドライブ＋１。さらに、このターンにあなたがペルソナライドしているなら、このユニットのクリティカル＋１。(相手ターンも有効）・【永】【(V)】：あなたの前列の【デカ杉っ！】状態のリアガードすべては相手のカードの効果で退却せず、パワー＋5000。・【永】【(V)】：あなたの(G)の「デッカくん」を含むグレード３すべてのシールド＋20000。【起】【(V)】【ターン1回】：【コスト】[【エネルギーブラスト】(2)]することで、あなたの、山札かドロップから「史上最「大」の主人公 デッカくん(下半身)」を１枚まで探し、このユニットと同じ縦列の後列の(R)にコールする。山札から探したなら、山札をシャッフルする。,地球より、デカすぎ!!!!!!!!!!,"Galaxy Walker, Dekka-kun","https://cardfight.fandom.com/wiki/Galaxy_Walker,_Dekka-kun_(Upper_Body)",VGE-DZ-SS16,DZ-SS16/Re45,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/Re46,地上最強の世紀末乳児 ベベベベ,（アルティメット・ベイビー ベベベベ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/Re46&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_199.png,ノーマルユニット,コロコロ,ベベベベベイビー,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,Re,Ⓒコーへー／小学館,【永】【(V)】：このユニットは「規格外の新生児 ベベベベ(0歳)」としても扱う。あなたのターン中、【爆裂成長期】状態のあなたのユニットがいるなら、あなたの前列の《コロコロ》すべてのパワー＋10000。【自】：このユニットが(V)に登場した時、あなたの山札を上から７枚見て、１枚まで選び、公開し、それが「高橋アニー」なら手札に加え、違うなら捨てる。山札をシャッフルする。【自】【(V)】【ターン1回】：このユニットがアタックした時、【コスト】[【カウンターブラスト】(1)]することで、あなたのリアガードを１枚選び、「ベベベベ」を含むグレード０のノーマルユニットを選んだなら、あなたの、手札かドロップから【爆裂成長期】能力を持つカードを１枚選び、そのユニットに【スタンド】で【爆裂成長期】させる。,ぼっくんの兄者のほうがすごいでちゅ!!,"Ultimate Baby, Bebebebe","https://cardfight.fandom.com/wiki/Ultimate_Baby,_Bebebebe",VGE-DZ-SS16,DZ-SS16/Re46,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/SEC01,天輪神竜 ニルヴァーナ・バガヴァーン,（テンリンシンリュウ ニルヴァーナ・バガヴァーン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/SEC01&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_200.png,ノーマルユニット,ドラゴンエンパイア,フレイムドラゴン,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,SEC,©VG15th　©VANGUARD overDress　Character Design ©2021 CLAMP・ST　イラスト／とみながまり，ひと和,【起】【(V)】【ターン1回】：【コスト】[手札から１枚捨てる]ことで、あなたのドロップから、「トリクスタ」と〈プレアドラゴン〉をそれぞれ１枚まで選び、(R)にコールする。【起】【(V)】【ターン1回】：【コスト】[【ソウルブラスト】(2)]することで、相手のリアガードを１枚選び、退却させる。【自】【(V)】【ターン1回】：このユニットがアタックした時、【コスト】[【カウンターブラスト】(1)]することで、以下を１つ行う。・【クロスオーバードレス】状態のあなたのリアガードを１枚選び、【スタンド】させる。・このターンにあなたがペルソナライドしているなら、それぞれ別名の【クロスオーバードレス】状態のあなたのリアガードを望む枚数選び、【スタンド】させる。,-,"Chakrabarthi Deity Dragon, Nirvana Bagarvan","https://cardfight.fandom.com/wiki/Chakrabarthi_Deity_Dragon,_Nirvana_Bagarvan",VGE-DZ-SS16,DZ-SS16/LG01,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/SEC02,武装神撃 ガルナヴェルリーナ,（ブソウシンゲキ ガルナヴェルリーナ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/SEC02&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_201.png,ノーマルユニット,ドラゴンエンパイア,タリスマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,SEC,©VG15th　©VANGUARD overDress　Character Design ©2021 CLAMP・ST　イラスト／とみながまり，ToMo,【クロスオーバードレス】－「トリクスタ」と〈プレアドラゴン〉をそれぞれ１枚【自】：このユニットが【クロスオーバードレス】で(R)に登場した時、【コスト】[【カウンターブラスト】(1)]することで、１枚引く。【永】【(R)】：相手のヴァンガードがグレード３以上で、このユニットが【クロスオーバードレス】状態なら、このユニットは『ブースト』を得る。【自】【(R)】：このユニットがアタックした時、あなたのヴァンガードが「ニルヴァーナ」を含むグレード３以上なら、そのバトル中、このユニットのパワー＋5000。,-,"Deity Strike Equip, Garna Vairina","https://cardfight.fandom.com/wiki/Deity_Strike_Equip,_Garna_Vairina",VGE-DZ-SS16,DZ-SS16/LG02,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/SEC03,クロノドラゴン・ネクステージ,（クロノドラゴン・ネクステージ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/SEC03&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_202.png,Gユニット,ダークステイツ,ギアドラゴン,グレード 4,パワー 15000+,クリティカル 1,シールド -,トリプルドライブ,-,スタンダード,SEC,デザイン／伊藤彰　イラスト／スペアリブ　icon:MAMEX,【超越】-ストライドステップ-【コスト】[手札からグレードの合計が３以上になるように１枚以上選び、捨てる]ことで、裏のこのカードを(V)に【超越】する。【永】：このカードはあなたのヴァンガードがクロノアイコンを持つ場合のみ【超越】できる。【自】【(V)】：このユニットがヴァンガードにアタックしたバトル終了時、【コスト】[【カウンターブラスト】(1)，手札から１枚捨て，Ｇゾーンからこのカードと同名のクロノアイコンを持つカードを１枚表にする]ことで、このユニットをＧゾーンに表で置き、クロノアイコンを持つあなたのヴァンガードを１枚選び、【スタンド】させ、そのターン中、ドライブ－２。さらに【コスト】[手札かドロップから「クロノジェット」を含むカードを１枚バインドする]ことで、そのターン中、そのユニットのドライブ＋１。あなたの表のGゾーンが３枚以上なら、ドライブ＋１ではなくドライブ＋２。【クロノアイコン】,-,Chronodragon Nextage,https://cardfight.fandom.com/wiki/Chronodragon_Nextage_(Fighter_Icon),VGE-DZ-SS16,DZ-SS16/LG04,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/SEC04,時空竜 ミステリーフレア・ドラゴン,（ジクウリュウ ミステリーフレア・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/SEC04&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_203.png,Gユニット,ダークステイツ,ギアドラゴン,グレード 4,パワー 15000+,クリティカル 1,シールド -,トリプルドライブ,-,スタンダード,SEC,イラスト／安達洋介　icon:MAMEX,【超越】-ストライドステップ-【コスト】[手札からグレードの合計が３以上になるように１枚以上選び、捨てる]ことで、裏のこのカードを(V)に【超越】する。【永】：このカードはあなたのヴァンガードがクロノアイコンを持つ場合のみ【超越】できる。【起】【(V)】【ターン1回】：【コスト】[Gゾーンから１枚表にする]ことで、以下すべてを行う。・次の相手のターン終了時まで、あなたは『あなたの前列のユニットすべてのパワー＋5000。』を得る。あなたのリアガードを１枚選び、そのターン中、『【自】【(R)】：あなたのヴァンガードがアタックした時、このユニットを【スタンド】させる。』を与える。・あなたの表のＧゾーンが５枚以上なら、そのターン中、このユニットは『【自】【(V)】：このユニットがアタックしたバトル終了時、【コスト】[手札からそれぞれ異なるグレードを４枚捨てる]ことで、あなたは追加１ターンを得る。その追加ターンでは、ライドフェイズを行わず、あなたは【超越】できない。』を得る。【クロノアイコン】,-,"Interdimensional Dragon, Mystery-flare Dragon","https://cardfight.fandom.com/wiki/Interdimensional_Dragon,_Mystery-flare_Dragon_(D_Series)",VGE-DZ-SS16,DZ-SS16/LG12,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/SEC05,クロノジェット・ドラゴン,（クロノジェット・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/SEC05&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_204.png,ノーマルユニット,ダークステイツ,ギアドラゴン,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ,-,スタンダード,SEC,デザイン／伊藤彰　イラスト／モレシャン　icon:MAMEX,【永】：このカードはあなたのクレストゾーンに「エネルギージェネレーター」以外のカードがない場合のみライドできる。【永】【(V)】：あなたは【超越】でき、あなたのターン中、あなたの表のGゾーンが１枚以上なら、あなたの前列のユニットすべてのパワー＋5000。３枚以上なら、＋5000ではなく＋10000。【自】【(V)】：あなたのGユニットが【超越】した時、相手のリアガードを１枚選び、山札の下に置く。選ばなかったなら、１枚引く。【自】【(V)】【Gブレイク】(2)：このユニットがヴァンガードにアタックした時、「クロノジェット」を含むあなたのバインドゾーン１枚につき、そのバトル中、このユニットのパワー＋5000。そのバトル中、相手は手札からグレード１以上を(G)にコールできない。【クロノアイコン】,-,Chronojet Dragon,https://cardfight.fandom.com/wiki/Chronojet_Dragon_(Fighter_Icon),VGE-DZ-SS16,DZ-SS16/LG05,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/SEC06,煌天神 ウラヌス,（コウテンシン ウラヌス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/SEC06&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_205.png,ノーマルユニット,ケテルサンクチュアリ,ノーブル/星詠,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,SEC,イラスト／伊藤未生　icon:MAMEX,【永】：このカードは新右衛門アイコンを持つ別名のグレード３からノーマルライドしてもペルソナライドになる。【永】【(V)】：あなたの中央後列は星域になり、あなたのターン中、相手のヴァンガードがグレード３以上で、あなたの星域ゲージが３枚以上なら、あなたの前列のユニットすべてのパワー＋5000。【起】【(V)】【ターン1回】：【コスト】[【ソウルブラスト】(2)]することで、あなたのドロップから２枚選び、その中から１枚選び、あなたの星域ゲージとして裏で置き、１枚選び、 (R)にコールする。【新右衛門アイコン】,-,"Gleaming Lord, Uranus","https://cardfight.fandom.com/wiki/Gleaming_Lord,_Uranus_(D_Series)",VGE-DZ-SS16,DZ-SS16/LG07,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/SEC07,震天竜 アストライオス・ドラゴン,（シンテンリュウ アストライオス・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/SEC07&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_206.png,ノーマルユニット,ケテルサンクチュアリ,コスモドラゴン/星詠,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,SEC,デザイン／前河悠一　イラスト／ロブジャ　icon:MAMEX,【永】：このカードは新右衛門アイコンを持つ別名のグレード３からノーマルライドしてもペルソナライドになる。【自】：このユニットが(V)か(R)に登場した時、このターンにこのユニットと同名のあなたの他のユニットが登場していないなら、あなたのドロップから１枚選び、あなたの星域ゲージとして裏で置く。さらにあなたの星域ゲージが４枚以上なら、【コスト】[【カウンターブラスト】(1)]することで、１枚引く。【永】【(V)】：あなたの中央後列は星域になる。【自】【(V)/(R)】：あなたの「絶界巨神 ヴァルケリオン」のドライブチェックで出たカードがソウルに置かれた時、そのターン中、このユニットのパワー＋2000。【自】【(R)】：あなたのカードが星域から山札に置かれた時、【コスト】[このユニットをソウルに置く]ことで、１枚引く。【新右衛門アイコン】,-,"Quaking Heavenly Dragon, Astraios Dragon","https://cardfight.fandom.com/wiki/Quaking_Heavenly_Dragon,_Astraios_Dragon_(D_Series)",VGE-DZ-SS16,DZ-SS16/LG08,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/SEC08,絶界巨神 ヴァルケリオン,（ゼッカイキョシン ヴァルケリオン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/SEC08&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_207.png,ノーマルユニット,-,星神,グレード 5,パワー 70000,クリティカル 1,シールド -,-,-,スタンダード,SEC,デザイン／吉村健一郎　イラスト／ケセルム,【永】：このカードは、ライドできず、カードの能力で【スタンド】できない。あなたのヴァンガードが新右衛門アイコンを持たないなら、このカードの元々のグレードは０になり、元々のパワーは０になる。【永】【ドロップ】：このカードは相手のカードの効果で選べない。【自】：このユニットが星域以外のサークルにいる時、このユニットを退却させる。退却させなかったなら、このユニットを除外する。【自】：このユニットが星域に登場した時、あなたの星域ゲージが５枚以上なら、あなたの山札を上から５枚見て、１枚選び、捨て、山札をシャッフルする。《ケテルサンクチュアリ》を捨てたなら、そのターン中、このユニットのドライブをその捨てられたカードのグレードと同じにする。【新右衛門アイコン】,-,"Giant Deity of Distant World, Valkerion","https://cardfight.fandom.com/wiki/Giant_Deity_of_Distant_World,_Valkerion_(D_Series)",VGE-DZ-SS16,DZ-SS16/LG20,,,
