set_code,set_name,set_url,card_no,name,jp_name,card_url,grade,nation,type,rarity
VGE-DZ-SS15,Break Away Start Deck - Dragonic Overlord,https://cardfight.fandom.com/wiki/DZ_Special_Series_15:_Break_Away_Start_Deck_-_Dragonic_Overlord,DZ-SS15/017,"Dragon Monk, Genjo",ドラゴンモンク ゲンジョウ,"https://cardfight.fandom.com/wiki/Dragon_Monk,_Genjo_(D_Series)",0,Dragon Empire,Heal,4
VGE-DZ-SS15,Break Away Start Deck - Dragonic Overlord,https://cardfight.fandom.com/wiki/DZ_Special_Series_15:_Break_Away_Start_Deck_-_Dragonic_Overlord,DZ-SS15/018,Forbidoll Surrogate,魂魄封ぜし禁忌の形代,https://cardfight.fandom.com/wiki/Forbidoll_Surrogate,3,,Normal Order,1
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/001,"King of Knights, Alfred",騎士王アルフレッド,"https://cardfight.fandom.com/wiki/King_of_Knights,_Alfred_(Fighter_Icon)",3,Keter Sanctuary,Persona Ride,4
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/002,Blaster Blade,ブラスター・ブレード,https://cardfight.fandom.com/wiki/Blaster_Blade_(Fighter_Icon),2,Keter Sanctuary,,4
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/003,Wingal,ういんがる,https://cardfight.fandom.com/wiki/Wingal_(D_Series),1,Keter Sanctuary,,3
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/004,Barcgal,ばーくがる,https://cardfight.fandom.com/wiki/Barcgal_(D_Series),0,Keter Sanctuary,,1
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/005,Energy Generator,エネルギージェネレーター,https://cardfight.fandom.com/wiki/Energy_Generator,,,Ride Deck Crest,1
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/006,Soul Saver Dragon,ソウルセイバー・ドラゴン,https://cardfight.fandom.com/wiki/Soul_Saver_Dragon_(D_Series),3,Keter Sanctuary,,4
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/007,"Knight of Truth, Gordon",真理の騎士ゴードン,"https://cardfight.fandom.com/wiki/Knight_of_Truth,_Gordon_(D_Series)",2,Keter Sanctuary,,4
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/008,"Knight of Silence, Gallatin",沈黙の騎士ギャラティン,"https://cardfight.fandom.com/wiki/Knight_of_Silence,_Gallatin_(D_Series)",2,Keter Sanctuary,,4
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/009,Cerrgaon,せるがおん,https://cardfight.fandom.com/wiki/Cerrgaon,1,Keter Sanctuary,,1
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/010,"Little Sage, Marron",小さな賢者マロン,"https://cardfight.fandom.com/wiki/Little_Sage,_Marron_(Fighter_Icon)",1,Keter Sanctuary,,4
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/011,"Lake Maiden, Lien",湖の巫女リアン,"https://cardfight.fandom.com/wiki/Lake_Maiden,_Lien_(D_Series)",1,Keter Sanctuary,,4
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/012,"Flash Shield, Iseult",閃光の盾イゾルデ,"https://cardfight.fandom.com/wiki/Flash_Shield,_Iseult_(D_Series)",1,Keter Sanctuary,Sentinel,4
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/013,"Light Dragon Deity of Honors, Amartinoa",栄典の光竜神アマルティノア,"https://cardfight.fandom.com/wiki/Light_Dragon_Deity_of_Honors,_Amartinoa",0,Keter Sanctuary,Over,1
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/014,"Bringer of Good Luck, Epona",幸運の運び手エポナ,"https://cardfight.fandom.com/wiki/Bringer_of_Good_Luck,_Epona_(D_Series)",0,Keter Sanctuary,Critical,4
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/015,Flogal,ふろうがる,https://cardfight.fandom.com/wiki/Flogal_(D_Series),0,Keter Sanctuary,Critical,4
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/016,Margal,まぁるがる,https://cardfight.fandom.com/wiki/Margal_(D_Series),0,Keter Sanctuary,Draw,3
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/017,"Yggdrasil Maiden, Elaine",世界樹の巫女エレイン,"https://cardfight.fandom.com/wiki/Yggdrasil_Maiden,_Elaine_(D_Series)",0,Keter Sanctuary,Heal,4
VGE-DZ-SS14,Break Away Start Deck - Blaster Blade,https://cardfight.fandom.com/wiki/DZ_Special_Series_14:_Break_Away_Start_Deck_-_Blaster_Blade,DZ-SS14/018,Protection: Twincast,双つに連なる守護の法陣,https://cardfight.fandom.com/wiki/Protection:_Twincast,2,,Blitz Order,1
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/001,"Fated One of Unparalleled, Varga Dragres",無双の運命者ヴァルガ・ドラグレス,"https://cardfight.fandom.com/wiki/Fated_One_of_Unparalleled,_Varga_Dragres",3,Dragon Empire,Persona Ride,RRR+SR+SEC+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/002,"Dragritter, Shuura",ドラグリッター シュウラ,"https://cardfight.fandom.com/wiki/Dragritter,_Shuura",2,Dragon Empire,,RRR+SR+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/003,"Dragritter, Falhart",ドラグリッター ファルハート,"https://cardfight.fandom.com/wiki/Dragritter,_Falhart",2,Dragon Empire,,RRR+SR+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/004,"Direful Doll Master, Androld",ダイアフルドール・マスター アンドロルド,"https://cardfight.fandom.com/wiki/Direful_Doll_Master,_Androld",3,Dark States,Persona Ride,RRR+SR+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/005,"Steam Gunner, Tizkar",スチームガンナー ティズカール,"https://cardfight.fandom.com/wiki/Steam_Gunner,_Tizkar",2,Dark States,,RRR+SR+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/006,"Desire Devil, Araakre",デザイアデビル アラークレイ,"https://cardfight.fandom.com/wiki/Desire_Devil,_Araakre",2,Dark States,,RRR+SR+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/007,"Fated One of Guiding Star, Welstra ""Blitz Arms""",標の運命者ヴェルストラ “ブリッツ・アームズ”,"https://cardfight.fandom.com/wiki/Fated_One_of_Guiding_Star,_Welstra_%22Blitz_Arms%22",3,Brandt Gate,Persona Ride,RRR+SR+SEC+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/008,"Bullet of Creation, Pansmermia",創製の弾丸パンスメルミア,"https://cardfight.fandom.com/wiki/Bullet_of_Creation,_Pansmermia",2,Brandt Gate,,RRR+SR+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/009,"Blitz Operator, Trolle",ブリッツオペレータートゥール,"https://cardfight.fandom.com/wiki/Blitz_Operator,_Trolle",2,Brandt Gate,,RRR+SR+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/010,"Fated One of Miracles, Rezael",奇跡の運命者レザエル,"https://cardfight.fandom.com/wiki/Fated_One_of_Miracles,_Rezael",3,Keter Sanctuary,Persona Ride,RRR+SR+DSR+SEC
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/011,"Divine Sister, Biscotti",ディヴァインシスター びすこってぃ,"https://cardfight.fandom.com/wiki/Divine_Sister,_Biscotti",2,Keter Sanctuary,,RRR+SR+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/012,"Knight of Gentle Beauty, Nobia",優麗の騎士ノーヴィア,"https://cardfight.fandom.com/wiki/Knight_of_Gentle_Beauty,_Nobia",2,Keter Sanctuary,,RRR+SR+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/013,"Sword Princess of Dream Blade, Lascaria Veleno",夢刃の剣姫ラスカリア・ヴェレーノ,"https://cardfight.fandom.com/wiki/Sword_Princess_of_Dream_Blade,_Lascaria_Veleno",3,Stoicheia,Persona Ride,RRR+SR+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/014,Sea Rumble Brave Shooter,海鳴のブレイブ・シューター,https://cardfight.fandom.com/wiki/Sea_Rumble_Brave_Shooter,2,Stoicheia,,RRR+SR+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/015,"Sylvan Horned Beast, Banaspati",樹角獣バナスパティス,"https://cardfight.fandom.com/wiki/Sylvan_Horned_Beast,_Banaspati",2,Stoicheia,,RRR+SR+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/016,"Fated One of Ever-changing, Krysrain",万化の運命者クリスレイン,"https://cardfight.fandom.com/wiki/Fated_One_of_Ever-changing,_Krysrain",3,Lyrical Monasterio,Persona Ride,RRR+SR+SEC+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/017,"Innocent Orange, Annes",イノセントオレンジ アニエス,"https://cardfight.fandom.com/wiki/Innocent_Orange,_Annes",2,Lyrical Monasterio,,RRR+SR+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/018,"Dazzle Bubble Paradise, Precia",ダズルバブルパラダイス プレセア,"https://cardfight.fandom.com/wiki/Dazzle_Bubble_Paradise,_Precia",2,Lyrical Monasterio,,RRR+SR+FFR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/019,"Dragon Deity King of Resurgence, Dragveda",再超の竜神王ドラグヴェーダ,"https://cardfight.fandom.com/wiki/Dragon_Deity_King_of_Resurgence,_Dragveda",0,Dragon Empire,Over,ORR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/020,"Hades Dragon Deity of Resentment, Gallmageheld",怨恨の冥竜神ゴルマギエルド,"https://cardfight.fandom.com/wiki/Hades_Dragon_Deity_of_Resentment,_Gallmageheld",0,Dark States,Over,ORR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/021,"Star Dragon Deity of Infinitude, Eldobreath",無窮の星竜帝エルドブレアス,"https://cardfight.fandom.com/wiki/Star_Dragon_Deity_of_Infinitude,_Eldobreath",0,Brandt Gate,Over,ORR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/022,"Light Dragon Deity of Honors, Amartinoa",栄典の光竜神アマルティノア,"https://cardfight.fandom.com/wiki/Light_Dragon_Deity_of_Honors,_Amartinoa",0,Keter Sanctuary,Over,ORR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/023,"Source Dragon Deity of Blessings, Blessfavor",天恵の源竜王ブレスファボール,"https://cardfight.fandom.com/wiki/Source_Dragon_Deity_of_Blessings,_Blessfavor",0,Stoicheia,Over,ORR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/024,"Fantastic Fur-nale, Catrina",ファンタスティックフィニャーレ キャトリーナ,"https://cardfight.fandom.com/wiki/Fantastic_Fur-nale,_Catrina",0,Lyrical Monasterio,Over,ORR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/025,"Spiritual King of Ignition, Valnout",焼尽の精霊王ヴァルナート,"https://cardfight.fandom.com/wiki/Spiritual_King_of_Ignition,_Valnout",0,,Over,ORR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/026,"Spiritual King of Aquatics, Idosfaro",水界の精霊王イドスファロ,"https://cardfight.fandom.com/wiki/Spiritual_King_of_Aquatics,_Idosfaro",0,,Over,ORR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/027,Strafe Command Dragon,ストレイフコマンド・ドラゴン,https://cardfight.fandom.com/wiki/Strafe_Command_Dragon,3,Dragon Empire,Persona Ride,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/028,Impale Horn Dragon,インペイルホーン・ドラゴン,https://cardfight.fandom.com/wiki/Impale_Horn_Dragon,1,Dragon Empire,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/029,"Dancing Princess of Elegant Flames, Olfa",炎麗の舞姫オルファ,"https://cardfight.fandom.com/wiki/Dancing_Princess_of_Elegant_Flames,_Olfa",1,Dragon Empire,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/030,"Springing Bullet of Dust Storm, Glynis",砂塵の躍弾グリニス,"https://cardfight.fandom.com/wiki/Springing_Bullet_of_Dust_Storm,_Glynis",1,Dragon Empire,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/031,"Steam Artist, Tilligan",スチームアーティスト ティリガン,"https://cardfight.fandom.com/wiki/Steam_Artist,_Tilligan",3,Dark States,Persona Ride,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/032,"Direful Doll, Provvidenza",ダイアフルドール ぷろゔぃでんつぁ,"https://cardfight.fandom.com/wiki/Direful_Doll,_Provvidenza",2,Dark States,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/033,"Desire Devil, Goujou",デザイアデビル ゴージョー,"https://cardfight.fandom.com/wiki/Desire_Devil,_Goujou",1,Dark States,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/034,Rainbow Blower,レインボー・ブロワー,https://cardfight.fandom.com/wiki/Rainbow_Blower,1,Dark States,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/035,Swingby Dragon,スウィングバイ・ドラゴン,https://cardfight.fandom.com/wiki/Swingby_Dragon,3,Brandt Gate,Persona Ride,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/036,Gravidia Madler,グラビディア・メドラー,https://cardfight.fandom.com/wiki/Gravidia_Madler,1,Brandt Gate,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/037,Bearer of Interstellar Extinction,星間減光を担う者,https://cardfight.fandom.com/wiki/Bearer_of_Interstellar_Extinction,1,Brandt Gate,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/038,"Blitz Customer Support, Kurde",ブリッツカスタマーサポート クルディ,"https://cardfight.fandom.com/wiki/Blitz_Customer_Support,_Kurde",1,Brandt Gate,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/039,Virile Core Dragon,ヴィライルコア・ドラゴン,https://cardfight.fandom.com/wiki/Virile_Core_Dragon,3,Keter Sanctuary,Persona Ride,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/040,Aerial Sage,エーリアル・セージ,https://cardfight.fandom.com/wiki/Aerial_Sage,1,Keter Sanctuary,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/041,"Knight of Heavenly Pitch, Percel",天律の騎士ペルセイル,"https://cardfight.fandom.com/wiki/Knight_of_Heavenly_Pitch,_Percel",1,Keter Sanctuary,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/042,Forceps Angel,フォルセプス・エンジェル,https://cardfight.fandom.com/wiki/Forceps_Angel,1,Keter Sanctuary,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/043,"Veleno Caporegime, Erafus",ヴェレーノ・カポレジューム エラフス,"https://cardfight.fandom.com/wiki/Veleno_Caporegime,_Erafus",3,Stoicheia,Persona Ride,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/044,"Connection Hunter, Severin",気脈の狩人セヴラン,"https://cardfight.fandom.com/wiki/Connection_Hunter,_Severin",3,Stoicheia,Persona Ride,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/045,"Sylvan Horned Beast, Ilkenwin",樹角獣ルケウィン,"https://cardfight.fandom.com/wiki/Sylvan_Horned_Beast,_Ilkenwin",2,Stoicheia,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/046,"Fragrant Bloom, Dionyshia",フレグラントブルーム ディオニシア,"https://cardfight.fandom.com/wiki/Fragrant_Bloom,_Dionyshia",1,Stoicheia,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/047,"Beloved Response Girl, Respino",打てば響く愛されガール レスピーノ,"https://cardfight.fandom.com/wiki/Beloved_Response_Girl,_Respino",3,Lyrical Monasterio,Persona Ride,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/048,"Carefree After Class, Huolette",気ままな放課後フォーレット,"https://cardfight.fandom.com/wiki/Carefree_After_Class,_Huolette",2,Lyrical Monasterio,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/049,"Sharing ""Happiness"", Felilina",“嬉しい”のおすそ分け フェリリーナ,"https://cardfight.fandom.com/wiki/Sharing_%22Happiness%22,_Felilina",1,Lyrical Monasterio,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/050,"Cynical Composer, Raum",シニカルコンポーザー ラウム,"https://cardfight.fandom.com/wiki/Cynical_Composer,_Raum",1,Lyrical Monasterio,,RR+SR
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/051,Obduracy Glaive Dragon,オブドラスグレイブ・ドラゴン,https://cardfight.fandom.com/wiki/Obduracy_Glaive_Dragon,3,Dragon Empire,,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/052,"Dragritter, Yumna",ドラグリッター ユムナ,"https://cardfight.fandom.com/wiki/Dragritter,_Yumna",1,Dragon Empire,,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/053,"Stealth Dragon, Kudenmusubi",忍竜クデンムスビ,"https://cardfight.fandom.com/wiki/Stealth_Dragon,_Kudenmusubi",1,Dragon Empire,,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/054,"Guardian Monk of Raging Flames, Monju",狂炎の守護僧モンジュ,"https://cardfight.fandom.com/wiki/Guardian_Monk_of_Raging_Flames,_Monju",1,Dragon Empire,Sentinel,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/055,"Direful Doll, Liberata",ダイアフルドール りべらーた,"https://cardfight.fandom.com/wiki/Direful_Doll,_Liberata",3,Dark States,Persona Ride,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/056,"Keen Prodigy, Yuxuan",熱き異才ユーシュン,"https://cardfight.fandom.com/wiki/Keen_Prodigy,_Yuxuan",1,Dark States,,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/057,Cyan Kongamato,シアン・コンガマード,https://cardfight.fandom.com/wiki/Cyan_Kongamato,1,Dark States,,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/058,Ridicule Disrupter,リディキュール・ディスラプター,https://cardfight.fandom.com/wiki/Ridicule_Disrupter,1,Dark States,Sentinel,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/059,Conformal Transformation of Haste,共形変換の先手,https://cardfight.fandom.com/wiki/Conformal_Transformation_of_Haste,1,Brandt Gate,,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/060,"Blitz Chaser, Laufen",ブリッツチェイサー ラウフェン,"https://cardfight.fandom.com/wiki/Blitz_Chaser,_Laufen",1,Brandt Gate,,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/061,"Strong-arm Conversion, Strogalmars",剛腕変形ストロガルマーズ,"https://cardfight.fandom.com/wiki/Strong-arm_Conversion,_Strogalmars",1,Brandt Gate,Sentinel,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/062,"Extreme Satellite Weaponry, Euryanthe",極大衛星兵器オイリアンテ,"https://cardfight.fandom.com/wiki/Extreme_Satellite_Weaponry,_Euryanthe",3,Brandt Gate,Set Order,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/063,Gigantic Masher,ギガンテック・マッシャー,https://cardfight.fandom.com/wiki/Gigantic_Masher,3,Keter Sanctuary,,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/064,"Noble of Glittering Staff, Sia",煌杖の貴女シーア,"https://cardfight.fandom.com/wiki/Noble_of_Glittering_Staff,_Sia",1,Keter Sanctuary,,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/065,Medical Shot Angel,メディカルショット・エンジェル,https://cardfight.fandom.com/wiki/Medical_Shot_Angel,1,Keter Sanctuary,,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/066,"Bringer of Protection, Cethlan",衛護の運び手ケスラン,"https://cardfight.fandom.com/wiki/Bringer_of_Protection,_Cethlan",1,Keter Sanctuary,Sentinel,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/067,"Veleno Famiglia, Fiore",ヴェレーノ・ファミリア フィオリエ,"https://cardfight.fandom.com/wiki/Veleno_Famiglia,_Fiore",1,Stoicheia,,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/068,Sunbathing Dragon,サンベイジング・ドラゴン,https://cardfight.fandom.com/wiki/Sunbathing_Dragon,1,Stoicheia,,R
VG-DZ-BT01,Fated Clash,https://cardfight.fandom.com/wiki/DZ_Booster_Set_01:_Fated_Clash,DZ-BT01/069,Scissors Scorpio,シザーズ・スコーピオ,https://cardfight.fandom.com/wiki/Scissors_Scorpio,1,Stoicheia,,R
